Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,B2,B3,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS,TB,GDP,HBP,SH,SF,IBB,PosSummary
1209,1210,Travis Shaw*\shawtr01,27,MIL,NL,144,606,538,84,147,34,1,31,101,10,0,60,138,0.273,0.349,0.513,0.862,121.0,276,20,4,1,3,6,*5/3D
1210,1211,Jimmie Sherfy\sherfji01,25,ARI,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1211,1212,Ryan Sherriff*\sherrry01,27,STL,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1212,1213,Braden Shipley\shiplbr01,25,ARI,NL,9,6,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1215,1216,Kevin Siegrist*\siegrke01,27,TOT,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1218,1219,Magneuris Sierra*\sierrma01,21,STL,NL,22,64,60,10,19,0,0,0,5,2,2,4,14,0.317,0.359,0.317,0.6759999999999999,82.0,19,0,0,0,0,0,/987
1220,1221,Lucas Sims\simslu01,23,ATL,NL,14,18,15,1,1,0,0,0,0,0,0,0,8,0.067,0.067,0.067,0.133,-65.0,1,0,0,3,0,0,1
1225,1226,Dan Slania\slanida01,25,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1226,1227,Austin Slater\slateau01,24,SFG,NL,34,127,117,15,33,3,1,3,16,0,0,8,29,0.282,0.33899999999999997,0.402,0.74,96.0,47,3,2,0,0,0,7/958
1230,1231,Dominic Smith*\smithdo02,22,NYM,NL,49,183,167,17,33,6,0,9,26,0,0,14,49,0.198,0.262,0.395,0.6579999999999999,71.0,66,5,1,0,1,0,3
1240,1241,Josh Smoker*\smokejo01,28,NYM,NL,49,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1243,1244,Miguel Socolovich\socolmi01,30,STL,NL,13,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1244,1245,Eric Sogard*\sogarer01,31,MIL,NL,94,299,249,37,68,15,1,3,18,3,3,45,37,0.273,0.39299999999999996,0.37799999999999995,0.77,103.0,94,7,4,1,0,2,46/57
1245,1246,Yangervis Solarte#\solarya01,29,SDP,NL,128,512,466,49,119,21,0,18,64,3,0,37,61,0.255,0.314,0.41600000000000004,0.731,94.0,194,18,5,0,4,4,465/3D
1247,1248,Sammy Solis\solissa01,28,WSN,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1251,1252,Denard Span*\spande01,33,SFG,NL,129,542,497,73,135,31,5,12,43,12,7,40,69,0.272,0.32899999999999996,0.42700000000000005,0.7559999999999999,99.0,212,11,3,1,1,0,*8
1252,1253,Cory Spangenberg*\spangco01,26,SDP,NL,129,486,444,57,117,18,2,13,46,11,3,34,128,0.264,0.322,0.401,0.723,93.0,178,2,5,2,1,1,57/4
1254,1255,Jacob Stallings\stallja01,27,PIT,NL,5,16,14,3,5,2,0,0,3,0,0,2,2,0.35700000000000004,0.43799999999999994,0.5,0.938,148.0,7,0,0,0,0,1,/2
1255,1256,Craig Stammen\stammcr01,33,SDP,NL,57,8,6,2,3,1,0,0,0,0,0,2,2,0.5,0.625,0.667,1.2919999999999998,249.0,4,0,0,0,0,0,1
1256,1257,Giancarlo Stanton\stantmi03,27,MIA,NL,159,692,597,123,168,32,0,59,132,2,2,85,163,0.281,0.376,0.631,1.0070000000000001,166.0,377,13,7,0,3,13,*9/D
1257,1258,Brock Stassi*\stassbr01,27,PHI,NL,51,90,78,6,13,2,1,2,7,0,0,12,22,0.16699999999999998,0.278,0.295,0.573,53.0,23,3,0,0,0,0,3/7
1259,1260,Drew Steckenrider\steckdr01,26,MIA,NL,35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1260,1261,Jackson Stephens\stephja01,23,CIN,NL,7,6,6,1,2,0,0,0,2,0,0,0,2,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,76.0,2,0,0,0,0,0,/1
1261,1262,Robert Stephenson\stephro01,24,CIN,NL,25,25,23,1,1,0,0,0,0,0,0,0,15,0.043,0.043,0.043,0.087,-77.0,1,1,0,2,0,0,1
1262,1263,Andrew Stevenson*\stevean01,23,WSN,NL,37,66,57,5,9,2,0,0,1,1,0,7,20,0.158,0.25,0.193,0.44299999999999995,18.0,11,0,0,2,0,0,9/78
1263,1264,Brock Stewart*\stewabr01,25,LAD,NL,16,5,4,0,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,34.0,1,0,0,1,0,0,1
1264,1265,Chris Stewart\stewach01,35,PIT,NL,51,144,131,8,24,1,2,0,4,0,0,9,22,0.183,0.24100000000000002,0.221,0.46299999999999997,24.0,29,3,1,3,0,1,2
1265,1266,Drew Storen#\storedr01,29,CIN,NL,55,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1266,1267,Trevor Story\storytr01,24,COL,NL,145,555,503,68,120,32,3,24,82,7,2,49,191,0.239,0.308,0.457,0.765,86.0,230,12,2,0,1,4,*6
1268,1269,Dan Straily\straida01,28,MIA,NL,31,64,55,2,4,1,0,0,1,0,0,1,33,0.073,0.08900000000000001,0.091,0.18,-51.0,5,1,0,8,0,0,1
1269,1270,Stephen Strasburg\strasst01,28,WSN,NL,26,60,54,5,7,0,0,2,3,0,0,2,14,0.13,0.161,0.24100000000000002,0.401,2.0,13,0,0,4,0,0,1
1270,1271,Chris Stratton\stratch01,26,SFG,NL,12,16,14,1,2,0,0,0,0,0,0,0,3,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,-24.0,2,0,0,2,0,0,1
1272,1273,Hunter Strickland\strichu01,28,SFG,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1273,1274,Ross Stripling\stripro01,27,LAD,NL,48,9,9,2,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1275,1276,Pedro Strop\stroppe01,32,CHC,NL,65,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1276,1277,Drew Stubbs\stubbdr01,32,SFG,NL,10,24,22,0,2,0,0,0,0,0,0,2,9,0.091,0.16699999999999998,0.091,0.258,-28.0,2,0,0,0,0,0,8
1278,1279,Albert Suarez\suareal01,27,SFG,NL,17,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1279,1280,Eugenio Suarez\suareeu01,25,CIN,NL,156,632,534,87,139,25,2,26,82,4,5,84,147,0.26,0.36700000000000005,0.461,0.828,115.0,246,16,9,0,5,1,*5/6
1281,1282,Andrew Susac\susacan01,27,MIL,NL,8,12,12,0,1,0,0,0,0,0,0,0,6,0.083,0.083,0.083,0.16699999999999998,-56.0,1,0,0,0,0,0,/2
1282,1283,Brent Suter*\suterbr01,27,MIL,NL,21,21,18,1,3,0,0,0,1,0,0,0,8,0.16699999999999998,0.21100000000000002,0.16699999999999998,0.377,1.0,3,0,1,2,0,0,1
1283,1284,Ichiro Suzuki*\suzukic01,43,MIA,NL,136,215,196,19,50,6,0,3,20,1,1,17,35,0.255,0.318,0.332,0.649,77.0,65,2,1,1,0,1,98/7D
1284,1285,Kurt Suzuki\suzukku01,33,ATL,NL,81,309,276,38,78,13,0,19,50,0,0,17,39,0.28300000000000003,0.35100000000000003,0.536,0.887,127.0,148,5,13,1,2,2,2
1285,1286,Dansby Swanson\swansda01,23,ATL,NL,144,551,488,59,113,23,2,6,51,3,3,59,120,0.23199999999999998,0.312,0.324,0.636,67.0,158,7,0,0,4,10,*6
1290,1291,Noah Syndergaard*\syndeno01,24,NYM,NL,7,13,9,0,2,0,0,0,0,0,0,3,5,0.222,0.41700000000000004,0.222,0.639,78.0,2,0,0,1,0,0,/1
1291,1292,Matt Szczur\szczuma01,27,TOT,NL,119,237,195,28,44,12,2,3,18,0,2,34,44,0.226,0.35,0.354,0.7040000000000001,90.0,69,2,4,3,1,0,789
1294,1295,Travis Taijeron\taijetr01,28,NYM,NL,26,59,52,3,9,2,0,1,3,0,0,5,24,0.17300000000000001,0.271,0.26899999999999996,0.54,45.0,14,1,2,0,0,0,9
1295,1296,Jameson Taillon\taillja01,25,PIT,NL,23,43,38,2,6,0,0,0,0,0,0,0,15,0.158,0.158,0.158,0.316,-16.0,6,2,0,5,0,0,1
1297,1298,Raimel Tapia*\tapiara01,23,COL,NL,70,171,160,27,46,12,2,2,16,5,2,8,36,0.28800000000000003,0.32899999999999996,0.425,0.754,85.0,68,3,2,1,0,1,97/8D
1298,1299,Mike Tauchman*\tauchmi01,26,COL,NL,31,32,27,2,6,0,1,0,2,1,2,5,10,0.222,0.344,0.29600000000000004,0.64,61.0,8,1,0,0,0,0,/879
1300,1301,Chris Taylor\tayloch03,26,LAD,NL,140,568,514,85,148,34,5,21,72,17,4,50,142,0.28800000000000003,0.354,0.496,0.85,122.0,255,2,3,0,1,0,8746/5
1301,1302,Michael Taylor\taylomi02,26,WSN,NL,118,432,399,55,108,23,3,19,53,17,7,29,137,0.271,0.32,0.486,0.8059999999999999,105.0,194,3,1,1,2,3,*8/9
1302,1303,Junichi Tazawa\tazawju01,31,MIA,NL,53,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1303,1304,Julio Teheran\teherju01,26,ATL,NL,35,72,57,4,8,0,0,0,6,0,0,1,17,0.14,0.16699999999999998,0.14,0.307,-18.0,8,0,1,12,1,0,1
1305,1306,Tomas Telis#\telisto01,26,MIA,NL,48,111,104,13,25,5,3,0,9,0,0,3,10,0.24,0.27899999999999997,0.34600000000000003,0.625,69.0,36,1,3,0,1,0,3/2
1309,1310,Eric Thames*\thameer01,30,MIL,NL,138,551,469,83,116,26,4,31,63,4,2,75,163,0.247,0.359,0.518,0.877,125.0,243,6,7,0,0,5,37/9D
1310,1311,Jesen Therrien\dygesje01,24,PHI,NL,14,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1311,1312,Jake Thompson\thompja03,23,PHI,NL,11,14,12,1,2,1,0,0,0,0,0,1,5,0.16699999999999998,0.231,0.25,0.48100000000000004,29.0,3,0,0,1,0,0,1
1312,1313,Trayce Thompson\thomptr01,26,LAD,NL,27,55,49,6,6,2,1,1,2,0,0,6,23,0.122,0.218,0.265,0.483,28.0,13,0,0,0,0,1,/897
1313,1314,Andrew Toles*\tolesan01,25,LAD,NL,31,102,96,17,26,3,0,5,15,0,1,5,16,0.271,0.314,0.45799999999999996,0.772,101.0,44,3,1,0,0,0,78
1315,1316,Yasmany Tomas\tomasya01,26,ARI,NL,47,180,166,19,40,11,1,8,32,0,0,13,50,0.24100000000000002,0.294,0.46399999999999997,0.758,87.0,77,2,0,0,1,0,7
1317,1318,Kelby Tomlinson\tomlike01,27,SFG,NL,104,222,194,32,50,4,2,1,11,9,1,23,46,0.258,0.332,0.314,0.6459999999999999,74.0,61,8,0,2,3,2,546/7
1318,1319,Luis Torrens\torrelu01,21,SDP,NL,56,139,123,7,20,3,1,0,7,0,0,12,30,0.163,0.243,0.203,0.446,22.0,25,4,1,3,0,3,2
1319,1320,Carlos Torres\torreca01,34,MIL,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1320,1321,Jose Torres*\torrejo02,23,SDP,NL,57,1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,441.0,1,0,0,0,0,0,1
1330,1331,Jen-Ho Tseng*\tsengje01,22,CHC,NL,2,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,/1
1331,1332,Sam Tuivailala\tuivasa01,24,STL,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1334,1335,Jacob Turner\turneja01,26,WSN,NL,16,8,5,0,0,0,0,0,0,0,0,1,2,0.0,0.16699999999999998,0.0,0.16699999999999998,-50.0,0,0,0,2,0,0,1
1335,1336,Justin Turner\turneju01,32,LAD,NL,130,543,457,72,147,32,0,21,71,7,1,59,56,0.322,0.415,0.53,0.945,149.0,242,12,19,1,7,5,*5/D
1336,1337,Stuart Turner\turnest01,25,CIN,NL,37,89,82,4,11,3,0,2,7,0,0,5,22,0.134,0.182,0.244,0.426,10.0,20,5,0,1,1,0,2
1337,1338,Trea Turner\turnetr01,24,WSN,NL,98,447,412,75,117,24,6,11,45,46,8,30,80,0.284,0.33799999999999997,0.451,0.789,103.0,186,4,4,0,1,0,6
1338,1339,Koji Uehara\ueharko01,42,CHC,NL,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1342,1343,Jose Urena\urenajo01,25,MIA,NL,32,56,48,3,5,1,0,0,2,0,0,0,28,0.10400000000000001,0.10400000000000001,0.125,0.22899999999999998,-38.0,6,0,0,8,0,0,1
1344,1345,Julio Urias*\uriasju01,20,LAD,NL,5,7,6,0,1,0,0,0,0,0,0,0,4,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,-11.0,1,0,0,1,0,0,/1
1346,1347,Chase Utley*\utleych01,38,LAD,NL,127,353,309,43,73,20,4,8,34,6,1,32,57,0.23600000000000002,0.324,0.405,0.728,92.0,125,3,9,1,2,0,43/D
1347,1348,Pat Valaika\valaipa01,24,COL,NL,110,195,182,28,47,11,0,13,40,0,0,7,53,0.258,0.284,0.5329999999999999,0.8170000000000001,95.0,97,1,0,5,1,0,65/437D
1352,1353,Breyvic Valera#\valerbr01,25,STL,NL,5,11,10,0,1,0,0,0,0,0,0,1,0,0.1,0.182,0.1,0.282,-22.0,1,0,0,0,0,0,/4
1353,1354,Scott Van Slyke\vanslsc01,30,LAD,NL,29,48,41,6,5,1,0,2,3,1,0,7,15,0.122,0.25,0.293,0.5429999999999999,44.0,12,0,0,0,0,1,7/389
1354,1355,Ildemaro Vargas#\vargail01,25,ARI,NL,12,13,13,4,4,1,0,0,4,0,0,0,3,0.308,0.308,0.385,0.6920000000000001,73.0,5,1,0,0,0,0,/45
1358,1359,Felipe Vazquez*\riverfe01,25,PIT,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1359,1360,Vince Velasquez\velasvi01,25,PHI,NL,16,25,24,1,6,0,0,0,1,0,0,1,4,0.25,0.28,0.25,0.53,44.0,6,1,0,0,0,0,1
1361,1362,Alex Verdugo*\verdual01,21,LAD,NL,15,25,23,1,4,0,0,1,1,0,1,2,4,0.174,0.24,0.304,0.544,43.0,7,1,0,0,0,0,/879
1365,1366,Christian Villanueva\villach01,26,SDP,NL,12,32,32,5,11,1,0,4,7,0,0,0,10,0.344,0.344,0.75,1.094,182.0,24,0,0,0,0,0,/5
1366,1367,Jonathan Villar#\villajo01,26,MIL,NL,122,436,403,49,97,18,1,11,40,23,8,30,132,0.24100000000000002,0.293,0.37200000000000005,0.665,72.0,150,4,0,2,1,1,4/8D
1367,1368,Zach Vincej\vinceza01,26,CIN,NL,9,12,9,2,1,0,0,0,0,0,0,1,5,0.111,0.33299999999999996,0.111,0.444,25.0,1,0,2,0,0,0,/64
1369,1370,Arodys Vizcaino\vizcaar01,26,ATL,NL,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1374,1375,Luke Voit\voitlu01,26,STL,NL,62,124,114,18,28,9,0,4,18,0,0,7,31,0.24600000000000002,0.306,0.43,0.736,93.0,49,4,3,0,0,0,3/D
1375,1376,Edinson Volquez\volqued01,33,MIA,NL,15,30,26,0,5,0,0,0,1,0,0,1,11,0.192,0.214,0.192,0.40700000000000003,12.0,5,0,0,2,1,0,1
1376,1377,Joey Votto*\vottojo01,33,CIN,NL,162,707,559,106,179,34,1,36,100,5,1,134,83,0.32,0.45399999999999996,0.578,1.032,168.0,323,16,8,0,6,20,*3
1377,1378,Michael Wacha\wachami01,25,STL,NL,28,55,46,3,2,0,0,0,3,0,0,1,22,0.043,0.063,0.043,0.106,-71.0,2,2,0,7,1,0,1
1379,1380,Adam Wainwright\wainwad01,35,STL,NL,24,50,42,7,11,2,0,2,11,0,0,1,15,0.262,0.27899999999999997,0.452,0.731,90.0,19,2,0,7,0,0,1
1380,1381,Christian Walker\walkech02,26,ARI,NL,11,15,12,2,3,1,0,2,2,0,0,1,5,0.25,0.4,0.833,1.2329999999999999,198.0,10,0,2,0,0,0,/3D
1381,1382,Neil Walker#\walkene01,31,TOT,NL,111,448,385,59,102,21,2,14,49,0,2,55,77,0.265,0.36200000000000004,0.439,0.8009999999999999,111.0,169,9,5,1,2,2,43/5
1384,1385,Taijuan Walker\walketa01,24,ARI,NL,25,54,52,6,12,1,0,1,5,0,0,1,19,0.231,0.245,0.308,0.5529999999999999,38.0,16,1,0,1,0,0,1
1385,1386,Chad Wallach\wallach01,25,CIN,NL,6,11,11,0,1,0,0,0,0,0,0,0,5,0.091,0.091,0.091,0.182,-52.0,1,0,0,0,0,0,/23
1386,1387,Wei-Chung Wang*\wangwe01,25,MIL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1389,1390,Tony Watson*\watsoto01,32,TOT,NL,68,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1392,1393,Jered Weaver\weaveje02,34,SDP,NL,8,10,10,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100.0,0,1,0,0,0,0,/1
1393,1394,Luke Weaver\weavelu01,23,STL,NL,15,23,19,2,3,0,0,0,1,0,0,1,9,0.158,0.2,0.158,0.358,-3.0,3,0,0,3,0,0,1
1398,1399,Jayson Werth\werthja01,38,WSN,NL,70,289,252,35,57,10,1,10,29,4,3,35,69,0.226,0.322,0.39299999999999996,0.715,85.0,99,4,1,0,1,1,79/D
1399,1400,Zack Wheeler*\wheelza01,27,NYM,NL,17,29,27,1,2,1,0,0,0,0,0,1,12,0.07400000000000001,0.107,0.111,0.218,-42.0,3,0,0,1,0,0,1
1402,1403,Matt Wieters#\wietema01,31,WSN,NL,123,465,422,43,95,20,0,10,52,1,0,38,94,0.225,0.28800000000000003,0.344,0.632,64.0,145,14,1,0,4,4,*2
1403,1404,Tom Wilhelmsen\wilheto01,33,ARI,NL,27,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1406,1407,Aaron Wilkerson\wilkeaa01,28,MIL,NL,3,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,/1
1408,1409,Nick Williams*\willini01,23,PHI,NL,83,343,313,45,90,14,4,12,55,1,2,20,97,0.28800000000000003,0.33799999999999997,0.473,0.8109999999999999,113.0,148,8,6,0,4,0,987/D
1409,1410,Taylor Williams#\willita01,25,MIL,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1410,1411,Trevor Williams\willitr01,25,PIT,NL,30,47,41,1,2,0,0,0,0,0,0,2,17,0.049,0.09300000000000001,0.049,0.142,-61.0,2,1,0,4,0,0,1
1411,1412,Mac Williamson\willima11,26,SFG,NL,28,73,68,8,16,2,0,3,6,1,1,5,25,0.235,0.28800000000000003,0.397,0.685,79.0,27,2,0,0,0,1,9/7D
1418,1419,Jesse Winker*\winkeje01,23,CIN,NL,47,137,121,21,36,7,0,7,15,1,1,15,24,0.298,0.375,0.529,0.904,133.0,64,2,0,1,0,0,9/D7
1419,1420,Dan Winkler\winklda01,27,ATL,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1420,1421,Matt Wisler\wislema01,24,ATL,NL,20,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,1,0,0,1
1421,1422,Nick Wittgren\wittgni01,26,MIA,NL,34,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1
1422,1423,Asher Wojciechowski\wojcias01,28,CIN,NL,23,14,14,0,1,0,0,0,0,0,0,0,11,0.071,0.071,0.071,0.14300000000000002,-62.0,1,0,0,0,0,0,1
1423,1424,Tony Wolters*\wolteto01,25,COL,NL,83,266,229,30,55,8,1,0,16,0,1,33,55,0.24,0.341,0.284,0.625,58.0,65,9,2,2,0,9,2/45
1424,1425,Kolten Wong*\wongko01,26,STL,NL,108,411,354,55,101,27,3,4,42,8,2,41,60,0.285,0.376,0.41200000000000003,0.7879999999999999,110.0,146,4,12,1,3,11,4
1425,1426,Alex Wood\woodal02,26,LAD,NL,27,58,52,1,3,0,0,0,4,0,0,2,29,0.057999999999999996,0.09300000000000001,0.057999999999999996,0.15,-59.0,3,1,0,4,0,0,1
1431,1432,Brandon Woodruff*\woodrbr01,24,MIL,NL,7,12,10,2,2,0,0,0,0,0,0,1,2,0.2,0.273,0.2,0.473,27.0,2,0,0,1,0,0,/1
1433,1434,Vance Worley\worleva01,29,MIA,NL,25,27,22,0,4,0,0,0,3,0,0,0,8,0.182,0.182,0.182,0.364,-1.0,4,1,0,5,0,0,1
1438,1439,Christian Yelich*\yelicch01,25,MIA,NL,156,695,602,100,170,36,2,18,81,16,2,80,137,0.282,0.369,0.439,0.807,118.0,264,13,6,0,6,4,*8
1444,1445,Mark Zagunis\zagunma01,24,CHC,NL,7,18,14,0,0,0,0,0,1,2,0,4,6,0.0,0.222,0.0,0.222,-34.0,0,0,0,0,0,0,/9
1445,1446,Rob Zastryzny\zastrro01,25,CHC,NL,4,3,3,0,1,0,0,0,0,0,0,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,75.0,1,0,0,0,0,0,/1
1446,1447,Brad Ziegler\zieglbr01,37,MIA,NL,51,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1448,1449,Ryan Zimmerman\zimmery01,32,WSN,NL,144,576,524,90,159,33,0,36,108,1,0,44,126,0.303,0.358,0.573,0.93,136.0,300,16,3,0,5,1,*3/D
1450,1451,Ben Zobrist#\zobribe01,36,CHC,NL,128,496,435,58,101,20,3,12,50,2,2,54,71,0.23199999999999998,0.318,0.375,0.693,79.0,163,13,2,2,3,2,479/36
